statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,noise_object,category,in_train,in_test,in_cal
NOISE_591,noise_obj_591,noise_obj2_591,0,0,0,0,0,0,True,noise,1,0,0
NOISE_592,noise_obj_592,noise_obj2_592,0,0,0,0,0,0,True,noise,1,0,0
NOISE_593,noise_obj_593,noise_obj2_593,0,0,0,0,0,0,True,noise,1,0,0
NOISE_594,noise_obj_594,noise_obj2_594,0,0,0,0,0,0,True,noise,1,0,0
NOISE_595,noise_obj_595,noise_obj2_595,0,0,0,0,0,0,True,noise,0,1,0
NOISE_596,noise_obj_596,noise_obj2_596,0,0,0,0,0,0,True,noise,0,1,0
NOISE_597,noise_obj_597,noise_obj2_597,0,0,0,0,0,0,True,noise,0,0,1
NOISE_598,noise_obj_598,noise_obj2_598,0,0,0,0,0,0,True,noise,1,0,0
NOISE_599,noise_obj_599,noise_obj2_599,0,0,0,0,0,0,True,noise,0,0,1
NOISE_600,noise_obj_600,noise_obj2_600,0,0,0,0,0,0,True,noise,0,1,0
NOISE_601,noise_obj_601,noise_obj2_601,0,0,0,0,0,0,True,noise,1,0,0
NOISE_602,noise_obj_602,noise_obj2_602,0,0,0,0,0,0,True,noise,0,0,1
NOISE_603,noise_obj_603,noise_obj2_603,0,0,0,0,0,0,True,noise,1,0,0
NOISE_604,noise_obj_604,noise_obj2_604,0,0,0,0,0,0,True,noise,1,0,0
NOISE_605,noise_obj_605,noise_obj2_605,0,0,0,0,0,0,True,noise,1,0,0
NOISE_606,noise_obj_606,noise_obj2_606,0,0,0,0,0,0,True,noise,0,0,1
NOISE_607,noise_obj_607,noise_obj2_607,0,0,0,0,0,0,True,noise,1,0,0
NOISE_608,noise_obj_608,noise_obj2_608,0,0,0,0,0,0,True,noise,1,0,0
NOISE_609,noise_obj_609,noise_obj2_609,0,0,0,0,0,0,True,noise,0,0,1
NOISE_610,noise_obj_610,noise_obj2_610,0,0,0,0,0,0,True,noise,1,0,0
NOISE_611,noise_obj_611,noise_obj2_611,0,0,0,0,0,0,True,noise,0,0,1
NOISE_612,noise_obj_612,noise_obj2_612,0,0,0,0,0,0,True,noise,1,0,0
NOISE_613,noise_obj_613,noise_obj2_613,0,0,0,0,0,0,True,noise,1,0,0
NOISE_614,noise_obj_614,noise_obj2_614,0,0,0,0,0,0,True,noise,0,1,0
NOISE_615,noise_obj_615,noise_obj2_615,0,0,0,0,0,0,True,noise,0,0,1
NOISE_616,noise_obj_616,noise_obj2_616,0,0,0,0,0,0,True,noise,1,0,0
NOISE_617,noise_obj_617,noise_obj2_617,0,0,0,0,0,0,True,noise,0,0,1
NOISE_618,noise_obj_618,noise_obj2_618,0,0,0,0,0,0,True,noise,1,0,0
NOISE_619,noise_obj_619,noise_obj2_619,0,0,0,0,0,0,True,noise,1,0,0
NOISE_620,noise_obj_620,noise_obj2_620,0,0,0,0,0,0,True,noise,0,1,0
NOISE_621,noise_obj_621,noise_obj2_621,0,0,0,0,0,0,True,noise,0,0,1
NOISE_622,noise_obj_622,noise_obj2_622,0,0,0,0,0,0,True,noise,0,0,1
NOISE_623,noise_obj_623,noise_obj2_623,0,0,0,0,0,0,True,noise,1,0,0
NOISE_624,noise_obj_624,noise_obj2_624,0,0,0,0,0,0,True,noise,1,0,0
NOISE_625,noise_obj_625,noise_obj2_625,0,0,0,0,0,0,True,noise,1,0,0
NOISE_626,noise_obj_626,noise_obj2_626,0,0,0,0,0,0,True,noise,1,0,0
NOISE_627,noise_obj_627,noise_obj2_627,0,0,0,0,0,0,True,noise,1,0,0
NOISE_628,noise_obj_628,noise_obj2_628,0,0,0,0,0,0,True,noise,0,0,1
NOISE_629,noise_obj_629,noise_obj2_629,0,0,0,0,0,0,True,noise,0,1,0
NOISE_630,noise_obj_630,noise_obj2_630,0,0,0,0,0,0,True,noise,1,0,0
NOISE_631,noise_obj_631,noise_obj2_631,0,0,0,0,0,0,True,noise,0,1,0
NOISE_632,noise_obj_632,noise_obj2_632,0,0,0,0,0,0,True,noise,1,0,0
NOISE_633,noise_obj_633,noise_obj2_633,0,0,0,0,0,0,True,noise,0,0,1
NOISE_634,noise_obj_634,noise_obj2_634,0,0,0,0,0,0,True,noise,0,0,1
NOISE_635,noise_obj_635,noise_obj2_635,0,0,0,0,0,0,True,noise,0,1,0
NOISE_636,noise_obj_636,noise_obj2_636,0,0,0,0,0,0,True,noise,1,0,0
NOISE_637,noise_obj_637,noise_obj2_637,0,0,0,0,0,0,True,noise,0,0,1
NOISE_638,noise_obj_638,noise_obj2_638,0,0,0,0,0,0,True,noise,1,0,0
NOISE_639,noise_obj_639,noise_obj2_639,0,0,0,0,0,0,True,noise,1,0,0
NOISE_640,noise_obj_640,noise_obj2_640,0,0,0,0,0,0,True,noise,0,0,1
NOISE_641,noise_obj_641,noise_obj2_641,0,0,0,0,0,0,True,noise,0,0,1
NOISE_642,noise_obj_642,noise_obj2_642,0,0,0,0,0,0,True,noise,0,0,1
NOISE_643,noise_obj_643,noise_obj2_643,0,0,0,0,0,0,True,noise,1,0,0
NOISE_644,noise_obj_644,noise_obj2_644,0,0,0,0,0,0,True,noise,0,1,0
NOISE_645,noise_obj_645,noise_obj2_645,0,0,0,0,0,0,True,noise,0,0,1
NOISE_646,noise_obj_646,noise_obj2_646,0,0,0,0,0,0,True,noise,1,0,0
NOISE_647,noise_obj_647,noise_obj2_647,0,0,0,0,0,0,True,noise,0,1,0
NOISE_648,noise_obj_648,noise_obj2_648,0,0,0,0,0,0,True,noise,0,0,1
NOISE_649,noise_obj_649,noise_obj2_649,0,0,0,0,0,0,True,noise,0,1,0
NOISE_650,noise_obj_650,noise_obj2_650,0,0,0,0,0,0,True,noise,1,0,0
NOISE_651,noise_obj_651,noise_obj2_651,0,0,0,0,0,0,True,noise,0,0,1
NOISE_652,noise_obj_652,noise_obj2_652,0,0,0,0,0,0,True,noise,0,1,0
NOISE_653,noise_obj_653,noise_obj2_653,0,0,0,0,0,0,True,noise,1,0,0
NOISE_654,noise_obj_654,noise_obj2_654,0,0,0,0,0,0,True,noise,0,0,1
NOISE_655,noise_obj_655,noise_obj2_655,0,0,0,0,0,0,True,noise,0,1,0
NOISE_656,noise_obj_656,noise_obj2_656,0,0,0,0,0,0,True,noise,1,0,0
NOISE_657,noise_obj_657,noise_obj2_657,0,0,0,0,0,0,True,noise,0,1,0
NOISE_658,noise_obj_658,noise_obj2_658,0,0,0,0,0,0,True,noise,0,1,0
NOISE_659,noise_obj_659,noise_obj2_659,0,0,0,0,0,0,True,noise,1,0,0
NOISE_660,noise_obj_660,noise_obj2_660,0,0,0,0,0,0,True,noise,1,0,0
NOISE_661,noise_obj_661,noise_obj2_661,0,0,0,0,0,0,True,noise,0,1,0
NOISE_662,noise_obj_662,noise_obj2_662,0,0,0,0,0,0,True,noise,1,0,0
NOISE_663,noise_obj_663,noise_obj2_663,0,0,0,0,0,0,True,noise,1,0,0
NOISE_664,noise_obj_664,noise_obj2_664,0,0,0,0,0,0,True,noise,1,0,0
NOISE_665,noise_obj_665,noise_obj2_665,0,0,0,0,0,0,True,noise,0,0,1
NOISE_666,noise_obj_666,noise_obj2_666,0,0,0,0,0,0,True,noise,0,1,0
NOISE_667,noise_obj_667,noise_obj2_667,0,0,0,0,0,0,True,noise,0,1,0
NOISE_668,noise_obj_668,noise_obj2_668,0,0,0,0,0,0,True,noise,0,1,0
NOISE_669,noise_obj_669,noise_obj2_669,0,0,0,0,0,0,True,noise,0,0,1
NOISE_670,noise_obj_670,noise_obj2_670,0,0,0,0,0,0,True,noise,1,0,0
NOISE_671,noise_obj_671,noise_obj2_671,0,0,0,0,0,0,True,noise,1,0,0
NOISE_672,noise_obj_672,noise_obj2_672,0,0,0,0,0,0,True,noise,0,0,1
NOISE_673,noise_obj_673,noise_obj2_673,0,0,0,0,0,0,True,noise,0,0,1
NOISE_674,noise_obj_674,noise_obj2_674,0,0,0,0,0,0,True,noise,1,0,0
NOISE_675,noise_obj_675,noise_obj2_675,0,0,0,0,0,0,True,noise,0,0,1
NOISE_676,noise_obj_676,noise_obj2_676,0,0,0,0,0,0,True,noise,0,1,0
NOISE_677,noise_obj_677,noise_obj2_677,0,0,0,0,0,0,True,noise,1,0,0
NOISE_678,noise_obj_678,noise_obj2_678,0,0,0,0,0,0,True,noise,1,0,0
NOISE_679,noise_obj_679,noise_obj2_679,0,0,0,0,0,0,True,noise,1,0,0
NOISE_680,noise_obj_680,noise_obj2_680,0,0,0,0,0,0,True,noise,1,0,0
NOISE_681,noise_obj_681,noise_obj2_681,0,0,0,0,0,0,True,noise,0,1,0
NOISE_682,noise_obj_682,noise_obj2_682,0,0,0,0,0,0,True,noise,0,0,1
NOISE_683,noise_obj_683,noise_obj2_683,0,0,0,0,0,0,True,noise,0,0,1
NOISE_684,noise_obj_684,noise_obj2_684,0,0,0,0,0,0,True,noise,1,0,0
NOISE_685,noise_obj_685,noise_obj2_685,0,0,0,0,0,0,True,noise,1,0,0
NOISE_686,noise_obj_686,noise_obj2_686,0,0,0,0,0,0,True,noise,1,0,0
NOISE_687,noise_obj_687,noise_obj2_687,0,0,0,0,0,0,True,noise,0,0,1
NOISE_688,noise_obj_688,noise_obj2_688,0,0,0,0,0,0,True,noise,1,0,0
NOISE_689,noise_obj_689,noise_obj2_689,0,0,0,0,0,0,True,noise,0,0,1
NOISE_690,noise_obj_690,noise_obj2_690,0,0,0,0,0,0,True,noise,1,0,0
NOISE_691,noise_obj_691,noise_obj2_691,0,0,0,0,0,0,True,noise,0,1,0
NOISE_692,noise_obj_692,noise_obj2_692,0,0,0,0,0,0,True,noise,1,0,0
NOISE_693,noise_obj_693,noise_obj2_693,0,0,0,0,0,0,True,noise,0,1,0
NOISE_694,noise_obj_694,noise_obj2_694,0,0,0,0,0,0,True,noise,1,0,0
NOISE_695,noise_obj_695,noise_obj2_695,0,0,0,0,0,0,True,noise,1,0,0
NOISE_696,noise_obj_696,noise_obj2_696,0,0,0,0,0,0,True,noise,0,1,0
NOISE_697,noise_obj_697,noise_obj2_697,0,0,0,0,0,0,True,noise,0,1,0
NOISE_698,noise_obj_698,noise_obj2_698,0,0,0,0,0,0,True,noise,0,0,1
NOISE_699,noise_obj_699,noise_obj2_699,0,0,0,0,0,0,True,noise,1,0,0
NOISE_700,noise_obj_700,noise_obj2_700,0,0,0,0,0,0,True,noise,0,1,0
NOISE_701,noise_obj_701,noise_obj2_701,0,0,0,0,0,0,True,noise,0,1,0
NOISE_702,noise_obj_702,noise_obj2_702,0,0,0,0,0,0,True,noise,0,0,1
NOISE_703,noise_obj_703,noise_obj2_703,0,0,0,0,0,0,True,noise,1,0,0
NOISE_704,noise_obj_704,noise_obj2_704,0,0,0,0,0,0,True,noise,1,0,0
NOISE_705,noise_obj_705,noise_obj2_705,0,0,0,0,0,0,True,noise,1,0,0
NOISE_706,noise_obj_706,noise_obj2_706,0,0,0,0,0,0,True,noise,0,0,1
NOISE_707,noise_obj_707,noise_obj2_707,0,0,0,0,0,0,True,noise,1,0,0
NOISE_708,noise_obj_708,noise_obj2_708,0,0,0,0,0,0,True,noise,0,0,1
NOISE_709,noise_obj_709,noise_obj2_709,0,0,0,0,0,0,True,noise,0,1,0
NOISE_710,noise_obj_710,noise_obj2_710,0,0,0,0,0,0,True,noise,1,0,0
NOISE_711,noise_obj_711,noise_obj2_711,0,0,0,0,0,0,True,noise,1,0,0
NOISE_712,noise_obj_712,noise_obj2_712,0,0,0,0,0,0,True,noise,0,1,0
NOISE_713,noise_obj_713,noise_obj2_713,0,0,0,0,0,0,True,noise,1,0,0
NOISE_714,noise_obj_714,noise_obj2_714,0,0,0,0,0,0,True,noise,1,0,0
NOISE_715,noise_obj_715,noise_obj2_715,0,0,0,0,0,0,True,noise,1,0,0
NOISE_716,noise_obj_716,noise_obj2_716,0,0,0,0,0,0,True,noise,1,0,0
NOISE_717,noise_obj_717,noise_obj2_717,0,0,0,0,0,0,True,noise,1,0,0
NOISE_718,noise_obj_718,noise_obj2_718,0,0,0,0,0,0,True,noise,0,1,0
NOISE_719,noise_obj_719,noise_obj2_719,0,0,0,0,0,0,True,noise,0,1,0
NOISE_720,noise_obj_720,noise_obj2_720,0,0,0,0,0,0,True,noise,0,0,1
NOISE_721,noise_obj_721,noise_obj2_721,0,0,0,0,0,0,True,noise,1,0,0
NOISE_722,noise_obj_722,noise_obj2_722,0,0,0,0,0,0,True,noise,1,0,0
NOISE_723,noise_obj_723,noise_obj2_723,0,0,0,0,0,0,True,noise,0,0,1
NOISE_724,noise_obj_724,noise_obj2_724,0,0,0,0,0,0,True,noise,0,1,0
NOISE_725,noise_obj_725,noise_obj2_725,0,0,0,0,0,0,True,noise,1,0,0
NOISE_726,noise_obj_726,noise_obj2_726,0,0,0,0,0,0,True,noise,1,0,0
NOISE_727,noise_obj_727,noise_obj2_727,0,0,0,0,0,0,True,noise,0,1,0
NOISE_728,noise_obj_728,noise_obj2_728,0,0,0,0,0,0,True,noise,0,0,1
NOISE_729,noise_obj_729,noise_obj2_729,0,0,0,0,0,0,True,noise,0,1,0
NOISE_730,noise_obj_730,noise_obj2_730,0,0,0,0,0,0,True,noise,1,0,0
NOISE_731,noise_obj_731,noise_obj2_731,0,0,0,0,0,0,True,noise,1,0,0
NOISE_732,noise_obj_732,noise_obj2_732,0,0,0,0,0,0,True,noise,1,0,0
NOISE_733,noise_obj_733,noise_obj2_733,0,0,0,0,0,0,True,noise,1,0,0
NOISE_734,noise_obj_734,noise_obj2_734,0,0,0,0,0,0,True,noise,1,0,0
NOISE_735,noise_obj_735,noise_obj2_735,0,0,0,0,0,0,True,noise,0,0,1
NOISE_736,noise_obj_736,noise_obj2_736,0,0,0,0,0,0,True,noise,1,0,0
NOISE_737,noise_obj_737,noise_obj2_737,0,0,0,0,0,0,True,noise,0,1,0
NOISE_738,noise_obj_738,noise_obj2_738,0,0,0,0,0,0,True,noise,1,0,0
NOISE_739,noise_obj_739,noise_obj2_739,0,0,0,0,0,0,True,noise,1,0,0
NOISE_740,noise_obj_740,noise_obj2_740,0,0,0,0,0,0,True,noise,0,1,0
NOISE_741,noise_obj_741,noise_obj2_741,0,0,0,0,0,0,True,noise,1,0,0
NOISE_742,noise_obj_742,noise_obj2_742,0,0,0,0,0,0,True,noise,1,0,0
NOISE_743,noise_obj_743,noise_obj2_743,0,0,0,0,0,0,True,noise,1,0,0
NOISE_744,noise_obj_744,noise_obj2_744,0,0,0,0,0,0,True,noise,1,0,0
NOISE_745,noise_obj_745,noise_obj2_745,0,0,0,0,0,0,True,noise,0,0,1
NOISE_746,noise_obj_746,noise_obj2_746,0,0,0,0,0,0,True,noise,0,1,0
NOISE_747,noise_obj_747,noise_obj2_747,0,0,0,0,0,0,True,noise,0,1,0
NOISE_748,noise_obj_748,noise_obj2_748,0,0,0,0,0,0,True,noise,1,0,0
NOISE_749,noise_obj_749,noise_obj2_749,0,0,0,0,0,0,True,noise,0,0,1
NOISE_750,noise_obj_750,noise_obj2_750,0,0,0,0,0,0,True,noise,1,0,0
NOISE_751,noise_obj_751,noise_obj2_751,0,0,0,0,0,0,True,noise,1,0,0
NOISE_752,noise_obj_752,noise_obj2_752,0,0,0,0,0,0,True,noise,0,0,1
NOISE_753,noise_obj_753,noise_obj2_753,0,0,0,0,0,0,True,noise,1,0,0
NOISE_754,noise_obj_754,noise_obj2_754,0,0,0,0,0,0,True,noise,1,0,0
NOISE_755,noise_obj_755,noise_obj2_755,0,0,0,0,0,0,True,noise,0,0,1
NOISE_756,noise_obj_756,noise_obj2_756,0,0,0,0,0,0,True,noise,1,0,0
NOISE_757,noise_obj_757,noise_obj2_757,0,0,0,0,0,0,True,noise,0,0,1
NOISE_758,noise_obj_758,noise_obj2_758,0,0,0,0,0,0,True,noise,0,1,0
NOISE_759,noise_obj_759,noise_obj2_759,0,0,0,0,0,0,True,noise,1,0,0
NOISE_760,noise_obj_760,noise_obj2_760,0,0,0,0,0,0,True,noise,0,1,0
NOISE_761,noise_obj_761,noise_obj2_761,0,0,0,0,0,0,True,noise,1,0,0
NOISE_762,noise_obj_762,noise_obj2_762,0,0,0,0,0,0,True,noise,0,1,0
NOISE_763,noise_obj_763,noise_obj2_763,0,0,0,0,0,0,True,noise,0,0,1
NOISE_764,noise_obj_764,noise_obj2_764,0,0,0,0,0,0,True,noise,0,1,0
NOISE_765,noise_obj_765,noise_obj2_765,0,0,0,0,0,0,True,noise,0,1,0
NOISE_766,noise_obj_766,noise_obj2_766,0,0,0,0,0,0,True,noise,1,0,0
NOISE_767,noise_obj_767,noise_obj2_767,0,0,0,0,0,0,True,noise,0,0,1
NOISE_768,noise_obj_768,noise_obj2_768,0,0,0,0,0,0,True,noise,0,1,0
NOISE_769,noise_obj_769,noise_obj2_769,0,0,0,0,0,0,True,noise,1,0,0
NOISE_770,noise_obj_770,noise_obj2_770,0,0,0,0,0,0,True,noise,1,0,0
NOISE_771,noise_obj_771,noise_obj2_771,0,0,0,0,0,0,True,noise,1,0,0
NOISE_772,noise_obj_772,noise_obj2_772,0,0,0,0,0,0,True,noise,1,0,0
NOISE_773,noise_obj_773,noise_obj2_773,0,0,0,0,0,0,True,noise,0,0,1
NOISE_774,noise_obj_774,noise_obj2_774,0,0,0,0,0,0,True,noise,1,0,0
NOISE_775,noise_obj_775,noise_obj2_775,0,0,0,0,0,0,True,noise,1,0,0
NOISE_776,noise_obj_776,noise_obj2_776,0,0,0,0,0,0,True,noise,1,0,0
NOISE_777,noise_obj_777,noise_obj2_777,0,0,0,0,0,0,True,noise,0,0,1
NOISE_778,noise_obj_778,noise_obj2_778,0,0,0,0,0,0,True,noise,1,0,0
NOISE_779,noise_obj_779,noise_obj2_779,0,0,0,0,0,0,True,noise,1,0,0
NOISE_780,noise_obj_780,noise_obj2_780,0,0,0,0,0,0,True,noise,1,0,0
NOISE_781,noise_obj_781,noise_obj2_781,0,0,0,0,0,0,True,noise,0,0,1
NOISE_782,noise_obj_782,noise_obj2_782,0,0,0,0,0,0,True,noise,1,0,0
NOISE_783,noise_obj_783,noise_obj2_783,0,0,0,0,0,0,True,noise,0,1,0
NOISE_784,noise_obj_784,noise_obj2_784,0,0,0,0,0,0,True,noise,0,1,0
NOISE_785,noise_obj_785,noise_obj2_785,0,0,0,0,0,0,True,noise,1,0,0
NOISE_786,noise_obj_786,noise_obj2_786,0,0,0,0,0,0,True,noise,0,0,1
NOISE_787,noise_obj_787,noise_obj2_787,0,0,0,0,0,0,True,noise,0,1,0
NOISE_788,noise_obj_788,noise_obj2_788,0,0,0,0,0,0,True,noise,0,1,0
NOISE_789,noise_obj_789,noise_obj2_789,0,0,0,0,0,0,True,noise,0,0,1
NOISE_790,noise_obj_790,noise_obj2_790,0,0,0,0,0,0,True,noise,1,0,0
NOISE_791,noise_obj_791,noise_obj2_791,0,0,0,0,0,0,True,noise,0,0,1
NOISE_792,noise_obj_792,noise_obj2_792,0,0,0,0,0,0,True,noise,1,0,0
NOISE_793,noise_obj_793,noise_obj2_793,0,0,0,0,0,0,True,noise,1,0,0
NOISE_794,noise_obj_794,noise_obj2_794,0,0,0,0,0,0,True,noise,1,0,0
