statement,object_1,object_2,correct_object_2,correct,negation,fictional_object,category,real_object,fake_object
Muntxatan is male spouse.,muntxatan,male spouse,male spouse,True,False,True,instances,False,True
Muntxatan is not male spouse.,muntxatan,male spouse,male spouse,False,True,True,instances,False,True
Keve'o  is male spouse.,keve'o ,male spouse,muntxatan,False,False,True,instances,False,True
Keve'o  is not male spouse.,keve'o ,male spouse,muntxatan,True,True,True,instances,False,True
Muntxate is female spouse.,muntxate,female spouse,female spouse,True,False,True,instances,False,True
Muntxate is not female spouse.,muntxate,female spouse,female spouse,False,True,True,instances,False,True
Numtseng is female spouse.,numtseng,female spouse,muntxate,False,False,True,instances,False,True
Numtseng is not female spouse.,numtseng,female spouse,muntxate,True,True,True,instances,False,True
Muntxatu is spouse.,muntxatu,spouse,spouse,True,False,True,instances,False,True
Muntxatu is not spouse.,muntxatu,spouse,spouse,False,True,True,instances,False,True
Zhillie is spouse.,zhillie,spouse,muntxatu,False,False,True,instances,False,True
Zhillie is not spouse.,zhillie,spouse,muntxatu,True,True,True,instances,False,True
Na'rìng is forest.,na'rìng,forest,forest,True,False,True,instances,False,True
Na'rìng is not forest.,na'rìng,forest,forest,False,True,True,instances,False,True
Ngoa is forest.,ngoa,forest,na'rìng,False,False,True,instances,False,True
Ngoa is not forest.,ngoa,forest,na'rìng,True,True,True,instances,False,True
Naer  is something able to be drunk.,naer ,something able to be drunk,something able to be drunk,True,False,True,instances,False,True
Naer  is not something able to be drunk.,naer ,something able to be drunk,something able to be drunk,False,True,True,instances,False,True
Txanro'tu is something able to be drunk.,txanro'tu,something able to be drunk,naer ,False,False,True,instances,False,True
Txanro'tu is not something able to be drunk.,txanro'tu,something able to be drunk,naer ,True,True,True,instances,False,True
Nantang is striped armored wolf.,nantang,striped armored wolf,striped armored wolf,True,False,True,instances,False,True
Nantang is not striped armored wolf.,nantang,striped armored wolf,striped armored wolf,False,True,True,instances,False,True
Emkäfya is striped armored wolf.,emkäfya,striped armored wolf,nantang,False,False,True,instances,False,True
Emkäfya is not striped armored wolf.,emkäfya,striped armored wolf,nantang,True,True,True,instances,False,True
Nari is eye.,nari,eye,eye,True,False,True,instances,False,True
Nari is not eye.,nari,eye,eye,False,True,True,instances,False,True
Fnelan is eye.,fnelan,eye,nari,False,False,True,instances,False,True
Fnelan is not eye.,fnelan,eye,nari,True,True,True,instances,False,True
Naritxim is eyethorn.,naritxim,eyethorn,eyethorn,True,False,True,instances,False,True
Naritxim is not eyethorn.,naritxim,eyethorn,eyethorn,False,True,True,instances,False,True
Tìftiatu kifkeyä is eyethorn.,tìftiatu kifkeyä,eyethorn,naritxim,False,False,True,instances,False,True
Tìftiatu kifkeyä is not eyethorn.,tìftiatu kifkeyä,eyethorn,naritxim,True,True,True,instances,False,True
Nawkz is bone helm rhino.,nawkz,bone helm rhino,bone helm rhino,True,False,True,instances,False,True
Nawkz is not bone helm rhino.,nawkz,bone helm rhino,bone helm rhino,False,True,True,instances,False,True
Eanfwopx is bone helm rhino.,eanfwopx,bone helm rhino,nawkz,False,False,True,instances,False,True
Eanfwopx is not bone helm rhino.,eanfwopx,bone helm rhino,nawkz,True,True,True,instances,False,True
Nawmtu is great and noble person.,nawmtu,great and noble person,great and noble person,True,False,True,instances,False,True
Nawmtu is not great and noble person.,nawmtu,great and noble person,great and noble person,False,True,True,instances,False,True
Snozzberry is great and noble person.,snozzberry,great and noble person,nawmtu,False,False,True,instances,False,True
Snozzberry is not great and noble person.,snozzberry,great and noble person,nawmtu,True,True,True,instances,False,True
Nawnumtseng is university.,nawnumtseng,university,university,True,False,True,instances,False,True
Nawnumtseng is not university.,nawnumtseng,university,university,False,True,True,instances,False,True
Waytelem is university.,waytelem,university,nawnumtseng,False,False,True,instances,False,True
Waytelem is not university.,waytelem,university,nawnumtseng,True,True,True,instances,False,True
Neympin is light color.,neympin,light color,light color,True,False,True,instances,False,True
Neympin is not light color.,neympin,light color,light color,False,True,True,instances,False,True
Fyeyntu is light color.,fyeyntu,light color,neympin,False,False,True,instances,False,True
Fyeyntu is not light color.,fyeyntu,light color,neympin,True,True,True,instances,False,True
Nikre is hair.,nikre,hair,hair,True,False,True,instances,False,True
Nikre is not hair.,nikre,hair,hair,False,True,True,instances,False,True
Tstunkem is hair.,tstunkem,hair,nikre,False,False,True,instances,False,True
Tstunkem is not hair.,tstunkem,hair,nikre,True,True,True,instances,False,True
Hikroi is hair adornment.,hikroi,hair adornment,hair adornment,True,False,True,instances,False,True
Hikroi is not hair adornment.,hikroi,hair adornment,hair adornment,False,True,True,instances,False,True
Eyktanay is hair adornment.,eyktanay,hair adornment,hikroi,False,False,True,instances,False,True
Eyktanay is not hair adornment.,eyktanay,hair adornment,hikroi,True,True,True,instances,False,True
Niktsyey is food items wrapped in edible leaves and vines.,niktsyey,food items wrapped in edible leaves and vines,food items wrapped in edible leaves and vines,True,False,True,instances,False,True
Niktsyey is not food items wrapped in edible leaves and vines.,niktsyey,food items wrapped in edible leaves and vines,food items wrapped in edible leaves and vines,False,True,True,instances,False,True
Heyr is food items wrapped in edible leaves and vines.,heyr,food items wrapped in edible leaves and vines,niktsyey,False,False,True,instances,False,True
Heyr is not food items wrapped in edible leaves and vines.,heyr,food items wrapped in edible leaves and vines,niktsyey,True,True,True,instances,False,True
Nrra is feeling of pride.,nrra,feeling of pride,feeling of pride,True,False,True,instances,False,True
Nrra is not feeling of pride.,nrra,feeling of pride,feeling of pride,False,True,True,instances,False,True
Awazat is feeling of pride.,awazat,feeling of pride,nrra,False,False,True,instances,False,True
Awazat is not feeling of pride.,awazat,feeling of pride,nrra,True,True,True,instances,False,True
Numeyu is student.,numeyu,student,student,True,False,True,instances,False,True
Numeyu is not student.,numeyu,student,student,False,True,True,instances,False,True
Kxetsikran is student.,kxetsikran,student,numeyu,False,False,True,instances,False,True
Kxetsikran is not student.,kxetsikran,student,numeyu,True,True,True,instances,False,True
Numtseng is school.,numtseng,school,school,True,False,True,instances,False,True
Numtseng is not school.,numtseng,school,school,False,True,True,instances,False,True
Avvirsalat is school.,avvirsalat,school,numtseng,False,False,True,instances,False,True
Avvirsalat is not school.,avvirsalat,school,numtseng,True,True,True,instances,False,True
Numtsengvi is classroom od a school.,numtsengvi,classroom od a school,classroom od a school,True,False,True,instances,False,True
Numtsengvi is not classroom od a school.,numtsengvi,classroom od a school,classroom od a school,False,True,True,instances,False,True
Whoppsy-whiffling is classroom od a school.,whoppsy-whiffling,classroom od a school,numtsengvi,False,False,True,instances,False,True
Whoppsy-whiffling is not classroom od a school.,whoppsy-whiffling,classroom od a school,numtsengvi,True,True,True,instances,False,True
Ngam is echo.,ngam,echo,echo,True,False,True,instances,False,True
Ngam is not echo.,ngam,echo,echo,False,True,True,instances,False,True
Txoa is echo.,txoa,echo,ngam,False,False,True,instances,False,True
Txoa is not echo.,txoa,echo,ngam,True,True,True,instances,False,True
Ngampam is rhyme.,ngampam,rhyme,rhyme,True,False,True,instances,False,True
Ngampam is not rhyme.,ngampam,rhyme,rhyme,False,True,True,instances,False,True
Txantompa is rhyme.,txantompa,rhyme,ngampam,False,False,True,instances,False,True
Txantompa is not rhyme.,txantompa,rhyme,ngampam,True,True,True,instances,False,True
Ngawng is worm.,ngawng,worm,worm,True,False,True,instances,False,True
Ngawng is not worm.,ngawng,worm,worm,False,True,True,instances,False,True
Churgle is worm.,churgle,worm,ngawng,False,False,True,instances,False,True
Churgle is not worm.,churgle,worm,ngawng,True,True,True,instances,False,True
Ngäng is stomach.,ngäng,stomach,stomach,True,False,True,instances,False,True
Ngäng is not stomach.,ngäng,stomach,stomach,False,True,True,instances,False,True
Gizikhvenat is stomach.,gizikhvenat,stomach,ngäng,False,False,True,instances,False,True
Gizikhvenat is not stomach.,gizikhvenat,stomach,ngäng,True,True,True,instances,False,True
Ngep is navel.,ngep,navel,navel,True,False,True,instances,False,True
Ngep is not navel.,ngep,navel,navel,False,True,True,instances,False,True
Txum is navel.,txum,navel,ngep,False,False,True,instances,False,True
Txum is not navel.,txum,navel,ngep,True,True,True,instances,False,True
Ngoa is mud.,ngoa,mud,mud,True,False,True,instances,False,True
Ngoa is not mud.,ngoa,mud,mud,False,True,True,instances,False,True
Fyeyntu is mud.,fyeyntu,mud,ngoa,False,False,True,instances,False,True
Fyeyntu is not mud.,fyeyntu,mud,ngoa,True,True,True,instances,False,True
Ngopyu is creator.,ngopyu,creator,creator,True,False,True,instances,False,True
Ngopyu is not creator.,ngopyu,creator,creator,False,True,True,instances,False,True
Jiggyraffes is creator.,jiggyraffes,creator,ngopyu,False,False,True,instances,False,True
Jiggyraffes is not creator.,jiggyraffes,creator,ngopyu,True,True,True,instances,False,True
Nguway is viperwolf howl and cry.,nguway,viperwolf howl and cry,viperwolf howl and cry,True,False,True,instances,False,True
Nguway is not viperwolf howl and cry.,nguway,viperwolf howl and cry,viperwolf howl and cry,False,True,True,instances,False,True
Yewla is viperwolf howl and cry.,yewla,viperwolf howl and cry,nguway,False,False,True,instances,False,True
Yewla is not viperwolf howl and cry.,yewla,viperwolf howl and cry,nguway,True,True,True,instances,False,True
Oare is mon.,oare,mon,mon,True,False,True,instances,False,True
Oare is not mon.,oare,mon,mon,False,True,True,instances,False,True
Tsmìm is mon.,tsmìm,mon,oare,False,False,True,instances,False,True
Tsmìm is not mon.,tsmìm,mon,oare,True,True,True,instances,False,True
Oeyk is cause.,oeyk,cause,cause,True,False,True,instances,False,True
Oeyk is not cause.,oeyk,cause,cause,False,True,True,instances,False,True
Wuwuk is cause.,wuwuk,cause,oeyk,False,False,True,instances,False,True
Wuwuk is not cause.,wuwuk,cause,oeyk,True,True,True,instances,False,True
Okup is milk.,okup,milk,milk,True,False,True,instances,False,True
Okup is not milk.,okup,milk,milk,False,True,True,instances,False,True
Txantxew is milk.,txantxew,milk,okup,False,False,True,instances,False,True
Txantxew is not milk.,txantxew,milk,okup,True,True,True,instances,False,True
Olo' is clan.,olo',clan,clan,True,False,True,instances,False,True
Olo' is not clan.,olo',clan,clan,False,True,True,instances,False,True
Ketengsyon is clan.,ketengsyon,clan,olo',False,False,True,instances,False,True
Ketengsyon is not clan.,ketengsyon,clan,olo',True,True,True,instances,False,True
Ontu is nose.,ontu,nose,nose,True,False,True,instances,False,True
Ontu is not nose.,ontu,nose,nose,False,True,True,instances,False,True
Raspu' is nose.,raspu',nose,ontu,False,False,True,instances,False,True
Raspu' is not nose.,raspu',nose,ontu,True,True,True,instances,False,True
Ontsang is nose ring.,ontsang,nose ring,nose ring,True,False,True,instances,False,True
Ontsang is not nose ring.,ontsang,nose ring,nose ring,False,True,True,instances,False,True
Hawntu is nose ring.,hawntu,nose ring,ontsang,False,False,True,instances,False,True
Hawntu is not nose ring.,hawntu,nose ring,ontsang,True,True,True,instances,False,True
Palukantsyìp is cat.,palukantsyìp,cat,cat,True,False,True,instances,False,True
Palukantsyìp is not cat.,palukantsyìp,cat,cat,False,True,True,instances,False,True
Palulukantsyìp is cat.,palulukantsyìp,cat,palukantsyìp,False,False,True,instances,False,True
Palulukantsyìp is not cat.,palulukantsyìp,cat,palukantsyìp,True,True,True,instances,False,True
Palulukantsyìp is cat.,palulukantsyìp,cat,cat,True,False,True,instances,False,True
Palulukantsyìp is not cat.,palulukantsyìp,cat,cat,False,True,True,instances,False,True
Txintìn is cat.,txintìn,cat,palulukantsyìp,False,False,True,instances,False,True
Txintìn is not cat.,txintìn,cat,palulukantsyìp,True,True,True,instances,False,True
Pamrel is something written.,pamrel,something written,something written,True,False,True,instances,False,True
Pamrel is not something written.,pamrel,something written,something written,False,True,True,instances,False,True
Ringbeller is something written.,ringbeller,something written,pamrel,False,False,True,instances,False,True
Ringbeller is not something written.,ringbeller,something written,pamrel,True,True,True,instances,False,True
Pamrelsiyu is author.,pamrelsiyu,author,author,True,False,True,instances,False,True
Pamrelsiyu is not author.,pamrelsiyu,author,author,False,True,True,instances,False,True
Reltseotu is author.,reltseotu,author,pamrelsiyu,False,False,True,instances,False,True
Reltseotu is not author.,reltseotu,author,pamrelsiyu,True,True,True,instances,False,True
Pamrelvul is pencil.,pamrelvul,pencil,pencil,True,False,True,instances,False,True
Pamrelvul is not pencil.,pamrelvul,pencil,pencil,False,True,True,instances,False,True
Kllpxiwll is pencil.,kllpxiwll,pencil,pamrelvul,False,False,True,instances,False,True
Kllpxiwll is not pencil.,kllpxiwll,pencil,pamrelvul,True,True,True,instances,False,True
Relvul is pencil.,relvul,pencil,pencil,True,False,True,instances,False,True
Relvul is not pencil.,relvul,pencil,pencil,False,True,True,instances,False,True
Hawnven is pencil.,hawnven,pencil,relvul,False,False,True,instances,False,True
Hawnven is not pencil.,hawnven,pencil,relvul,True,True,True,instances,False,True
Pamtseo is music.,pamtseo,music,music,True,False,True,instances,False,True
Pamtseo is not music.,pamtseo,music,music,False,True,True,instances,False,True
Ikran is music.,ikran,music,pamtseo,False,False,True,instances,False,True
Ikran is not music.,ikran,music,pamtseo,True,True,True,instances,False,True
Pamtseongopyu is music creator and composer.,pamtseongopyu,music creator and composer,music creator and composer,True,False,True,instances,False,True
Pamtseongopyu is not music creator and composer.,pamtseongopyu,music creator and composer,music creator and composer,False,True,True,instances,False,True
Txopunil is music creator and composer.,txopunil,music creator and composer,pamtseongopyu,False,False,True,instances,False,True
Txopunil is not music creator and composer.,txopunil,music creator and composer,pamtseongopyu,True,True,True,instances,False,True
Parul is miracle.,parul,miracle,miracle,True,False,True,instances,False,True
Parul is not miracle.,parul,miracle,miracle,False,True,True,instances,False,True
Kantseng is miracle.,kantseng,miracle,parul,False,False,True,instances,False,True
Kantseng is not miracle.,kantseng,miracle,parul,True,True,True,instances,False,True
Parultsyìp is a term of affection for children.,parultsyìp,a term of affection for children,a term of affection for children,True,False,True,instances,False,True
Parultsyìp is not a term of affection for children.,parultsyìp,a term of affection for children,a term of affection for children,False,True,True,instances,False,True
Whiffsy is a term of affection for children.,whiffsy,a term of affection for children,parultsyìp,False,False,True,instances,False,True
Whiffsy is not a term of affection for children.,whiffsy,a term of affection for children,parultsyìp,True,True,True,instances,False,True
Pasuk is berry.,pasuk,berry,berry,True,False,True,instances,False,True
Pasuk is not berry.,pasuk,berry,berry,False,True,True,instances,False,True
Tsmukan is berry.,tsmukan,berry,pasuk,False,False,True,instances,False,True
Tsmukan is not berry.,tsmukan,berry,pasuk,True,True,True,instances,False,True
Pawk is horn wind instrument.,pawk,horn wind instrument,horn wind instrument,True,False,True,instances,False,True
Pawk is not horn wind instrument.,pawk,horn wind instrument,horn wind instrument,False,True,True,instances,False,True
Fonat is horn wind instrument.,fonat,horn wind instrument,pawk,False,False,True,instances,False,True
Fonat is not horn wind instrument.,fonat,horn wind instrument,pawk,True,True,True,instances,False,True
Payfya is stream.,payfya,stream,stream,True,False,True,instances,False,True
Payfya is not stream.,payfya,stream,stream,False,True,True,instances,False,True
Tìftiatu is stream.,tìftiatu,stream,payfya,False,False,True,instances,False,True
Tìftiatu is not stream.,tìftiatu,stream,payfya,True,True,True,instances,False,True
Payìva is drop of water.,payìva,drop of water,drop of water,True,False,True,instances,False,True
Payìva is not drop of water.,payìva,drop of water,drop of water,False,True,True,instances,False,True
Pamtseongopyu is drop of water.,pamtseongopyu,drop of water,payìva,False,False,True,instances,False,True
Pamtseongopyu is not drop of water.,pamtseongopyu,drop of water,payìva,True,True,True,instances,False,True
Paymaut is fountain tree.,paymaut,fountain tree,fountain tree,True,False,True,instances,False,True
Paymaut is not fountain tree.,paymaut,fountain tree,fountain tree,False,True,True,instances,False,True
Nrra is fountain tree.,nrra,fountain tree,paymaut,False,False,True,instances,False,True
Nrra is not fountain tree.,nrra,fountain tree,paymaut,True,True,True,instances,False,True
Payoang is fish.,payoang,fish,fish,True,False,True,instances,False,True
Payoang is not fish.,payoang,fish,fish,False,True,True,instances,False,True
Vekreng is fish.,vekreng,fish,payoang,False,False,True,instances,False,True
Vekreng is not fish.,vekreng,fish,payoang,True,True,True,instances,False,True
Paysena is water container.,paysena,water container,water container,True,False,True,instances,False,True
Paysena is not water container.,paysena,water container,water container,False,True,True,instances,False,True
Giganticus is water container.,giganticus,water container,paysena,False,False,True,instances,False,True
Giganticus is not water container.,giganticus,water container,paysena,True,True,True,instances,False,True
Paysmung is water carrier.,paysmung,water carrier,water carrier,True,False,True,instances,False,True
Paysmung is not water carrier.,paysmung,water carrier,water carrier,False,True,True,instances,False,True
Tsongropx is water carrier.,tsongropx,water carrier,paysmung,False,False,True,instances,False,True
Tsongropx is not water carrier.,tsongropx,water carrier,paysmung,True,True,True,instances,False,True
Paytxew is shorline water's edge.,paytxew,shorline water's edge,shorline water's edge,True,False,True,instances,False,True
Paytxew is not shorline water's edge.,paytxew,shorline water's edge,shorline water's edge,False,True,True,instances,False,True
Pänu is shorline water's edge.,pänu,shorline water's edge,paytxew,False,False,True,instances,False,True
Pänu is not shorline water's edge.,pänu,shorline water's edge,paytxew,True,True,True,instances,False,True
Pänu is promise.,pänu,promise,promise,True,False,True,instances,False,True
Pänu is not promise.,pänu,promise,promise,False,True,True,instances,False,True
Henga is promise.,henga,promise,pänu,False,False,True,instances,False,True
Henga is not promise.,henga,promise,pänu,True,True,True,instances,False,True
Pewn is neck.,pewn,neck,neck,True,False,True,instances,False,True
Pewn is not neck.,pewn,neck,neck,False,True,True,instances,False,True
Koakte is neck.,koakte,neck,pewn,False,False,True,instances,False,True
Koakte is not neck.,koakte,neck,pewn,True,True,True,instances,False,True
Pinvul is crayon.,pinvul,crayon,crayon,True,False,True,instances,False,True
Pinvul is not crayon.,pinvul,crayon,crayon,False,True,True,instances,False,True
Leiokoaktu is crayon.,leiokoaktu,crayon,pinvul,False,False,True,instances,False,True
Leiokoaktu is not crayon.,leiokoaktu,crayon,pinvul,True,True,True,instances,False,True
Pizayu is ancestor.,pizayu,ancestor,ancestor,True,False,True,instances,False,True
Pizayu is not ancestor.,pizayu,ancestor,ancestor,False,True,True,instances,False,True
Oeyk is ancestor.,oeyk,ancestor,pizayu,False,False,True,instances,False,True
Oeyk is not ancestor.,oeyk,ancestor,pizayu,True,True,True,instances,False,True
Pìlok is blog.,pìlok,blog,blog,True,False,True,instances,False,True
Pìlok is not blog.,pìlok,blog,blog,False,True,True,instances,False,True
Rimpin is blog.,rimpin,blog,pìlok,False,False,True,instances,False,True
Rimpin is not blog.,rimpin,blog,pìlok,True,True,True,instances,False,True
Puktsyìp is pamphlet.,puktsyìp,pamphlet,pamphlet,True,False,True,instances,False,True
Puktsyìp is not pamphlet.,puktsyìp,pamphlet,pamphlet,False,True,True,instances,False,True
Hrazef is pamphlet.,hrazef,pamphlet,puktsyìp,False,False,True,instances,False,True
Hrazef is not pamphlet.,hrazef,pamphlet,puktsyìp,True,True,True,instances,False,True
Pxen is item of functional clothing.,pxen,item of functional clothing,item of functional clothing,True,False,True,instances,False,True
Pxen is not item of functional clothing.,pxen,item of functional clothing,item of functional clothing,False,True,True,instances,False,True
Ha'ngiray is item of functional clothing.,ha'ngiray,item of functional clothing,pxen,False,False,True,instances,False,True
Ha'ngiray is not item of functional clothing.,ha'ngiray,item of functional clothing,pxen,True,True,True,instances,False,True
Pxir is beer alcholic beverage.,pxir,beer alcholic beverage,beer alcholic beverage,True,False,True,instances,False,True
Pxir is not beer alcholic beverage.,pxir,beer alcholic beverage,beer alcholic beverage,False,True,True,instances,False,True
Flushbunking is beer alcholic beverage.,flushbunking,beer alcholic beverage,pxir,False,False,True,instances,False,True
Flushbunking is not beer alcholic beverage.,flushbunking,beer alcholic beverage,pxir,True,True,True,instances,False,True
Pxiwll is hermit but plant.,pxiwll,hermit but plant,hermit but plant,True,False,True,instances,False,True
Pxiwll is not hermit but plant.,pxiwll,hermit but plant,hermit but plant,False,True,True,instances,False,True
Yeraan is hermit but plant.,yeraan,hermit but plant,pxiwll,False,False,True,instances,False,True
Yeraan is not hermit but plant.,yeraan,hermit but plant,pxiwll,True,True,True,instances,False,True
Pxun is armor breastplate.,pxun,armor breastplate,armor breastplate,True,False,True,instances,False,True
Pxun is not armor breastplate.,pxun,armor breastplate,armor breastplate,False,True,True,instances,False,True
Fwopx is armor breastplate.,fwopx,armor breastplate,pxun,False,False,True,instances,False,True
Fwopx is not armor breastplate.,fwopx,armor breastplate,pxun,True,True,True,instances,False,True
Pxuntil is elbow.,pxuntil,elbow,elbow,True,False,True,instances,False,True
Pxuntil is not elbow.,pxuntil,elbow,elbow,False,True,True,instances,False,True
Eyktanay is elbow.,eyktanay,elbow,pxuntil,False,False,True,instances,False,True
Eyktanay is not elbow.,eyktanay,elbow,pxuntil,True,True,True,instances,False,True
Ramtsyìp is hill.,ramtsyìp,hill,hill,True,False,True,instances,False,True
Ramtsyìp is not hill.,ramtsyìp,hill,hill,False,True,True,instances,False,True
Atanzaw is hill.,atanzaw,hill,ramtsyìp,False,False,True,instances,False,True
Atanzaw is not hill.,atanzaw,hill,ramtsyìp,True,True,True,instances,False,True
Ramunong is well.,ramunong,well,well,True,False,True,instances,False,True
Ramunong is not well.,ramunong,well,well,False,True,True,instances,False,True
Eltu lefngap is well.,eltu lefngap,well,ramunong,False,False,True,instances,False,True
Eltu lefngap is not well.,eltu lefngap,well,ramunong,True,True,True,instances,False,True
Raspu' is leggings used in war.,raspu',leggings used in war,leggings used in war,True,False,True,instances,False,True
Raspu' is not leggings used in war.,raspu',leggings used in war,leggings used in war,False,True,True,instances,False,True
Oeyk is leggings used in war.,oeyk,leggings used in war,raspu',False,False,True,instances,False,True
Oeyk is not leggings used in war.,oeyk,leggings used in war,raspu',True,True,True,instances,False,True
Rawmpxom is thunder and lightning.,rawmpxom,thunder and lightning,thunder and lightning,True,False,True,instances,False,True
Rawmpxom is not thunder and lightning.,rawmpxom,thunder and lightning,thunder and lightning,False,True,True,instances,False,True
Oare is thunder and lightning.,oare,thunder and lightning,rawmpxom,False,False,True,instances,False,True
Oare is not thunder and lightning.,oare,thunder and lightning,rawmpxom,True,True,True,instances,False,True
Rawng is entrance doorway.,rawng,entrance doorway,entrance doorway,True,False,True,instances,False,True
Rawng is not entrance doorway.,rawng,entrance doorway,entrance doorway,False,True,True,instances,False,True
Venu is entrance doorway.,venu,entrance doorway,rawng,False,False,True,instances,False,True
Venu is not entrance doorway.,venu,entrance doorway,rawng,True,True,True,instances,False,True
Re'o is head.,re'o,head,head,True,False,True,instances,False,True
Re'o is not head.,re'o,head,head,False,True,True,instances,False,True
Irayo is head.,irayo,head,re'o,False,False,True,instances,False,True
Irayo is not head.,irayo,head,re'o,True,True,True,instances,False,True
Reltseo is visual art.,reltseo,visual art,visual art,True,False,True,instances,False,True
Reltseo is not visual art.,reltseo,visual art,visual art,False,True,True,instances,False,True
Venzek is visual art.,venzek,visual art,reltseo,False,False,True,instances,False,True
Venzek is not visual art.,venzek,visual art,reltseo,True,True,True,instances,False,True
Reltseotu is artist.,reltseotu,artist,artist,True,False,True,instances,False,True
Reltseotu is not artist.,reltseotu,artist,artist,False,True,True,instances,False,True
Muntxate is artist.,muntxate,artist,reltseotu,False,False,True,instances,False,True
Muntxate is not artist.,muntxate,artist,reltseotu,True,True,True,instances,False,True
Reym is dry land as distinct from water.,reym,dry land as distinct from water,dry land as distinct from water,True,False,True,instances,False,True
Reym is not dry land as distinct from water.,reym,dry land as distinct from water,dry land as distinct from water,False,True,True,instances,False,True
Fyìp is dry land as distinct from water.,fyìp,dry land as distinct from water,reym,False,False,True,instances,False,True
Fyìp is not dry land as distinct from water.,fyìp,dry land as distinct from water,reym,True,True,True,instances,False,True
Rimpin is the color yellow.,rimpin,the color yellow,the color yellow,True,False,True,instances,False,True
Rimpin is not the color yellow.,rimpin,the color yellow,the color yellow,False,True,True,instances,False,True
Uvan letokx is the color yellow.,uvan letokx,the color yellow,rimpin,False,False,True,instances,False,True
Uvan letokx is not the color yellow.,uvan letokx,the color yellow,rimpin,True,True,True,instances,False,True
Ronsrel is something imagined.,ronsrel,something imagined,something imagined,True,False,True,instances,False,True
Ronsrel is not something imagined.,ronsrel,something imagined,something imagined,False,True,True,instances,False,True
Tìftiatu is something imagined.,tìftiatu,something imagined,ronsrel,False,False,True,instances,False,True
Tìftiatu is not something imagined.,tìftiatu,something imagined,ronsrel,True,True,True,instances,False,True
Ropx is hole going clear through an object.,ropx,hole going clear through an object,hole going clear through an object,True,False,True,instances,False,True
Ropx is not hole going clear through an object.,ropx,hole going clear through an object,hole going clear through an object,False,True,True,instances,False,True
Tstalsena is hole going clear through an object.,tstalsena,hole going clear through an object,ropx,False,False,True,instances,False,True
Tstalsena is not hole going clear through an object.,tstalsena,hole going clear through an object,ropx,True,True,True,instances,False,True
Rurur is water that is aeriated while flowing among the rocks of a very gradually sloping stream.,rurur,water that is aeriated while flowing among the rocks of a very gradually sloping stream,water that is aeriated while flowing among the rocks of a very gradually sloping stream,True,False,True,instances,False,True
Rurur is not water that is aeriated while flowing among the rocks of a very gradually sloping stream.,rurur,water that is aeriated while flowing among the rocks of a very gradually sloping stream,water that is aeriated while flowing among the rocks of a very gradually sloping stream,False,True,True,instances,False,True
Ekxan is water that is aeriated while flowing among the rocks of a very gradually sloping stream.,ekxan,water that is aeriated while flowing among the rocks of a very gradually sloping stream,rurur,False,False,True,instances,False,True
Ekxan is not water that is aeriated while flowing among the rocks of a very gradually sloping stream.,ekxan,water that is aeriated while flowing among the rocks of a very gradually sloping stream,rurur,True,True,True,instances,False,True
Zusawkrr is future.,zusawkrr,future,future,True,False,True,instances,False,True
Zusawkrr is not future.,zusawkrr,future,future,False,True,True,instances,False,True
Kinamtil is future.,kinamtil,future,zusawkrr,False,False,True,instances,False,True
Kinamtil is not future.,kinamtil,future,zusawkrr,True,True,True,instances,False,True
Zeswavi is blade of grass.,zeswavi,blade of grass,blade of grass,True,False,True,instances,False,True
Zeswavi is not blade of grass.,zeswavi,blade of grass,blade of grass,False,True,True,instances,False,True
Lak is blade of grass.,lak,blade of grass,zeswavi,False,False,True,instances,False,True
Lak is not blade of grass.,lak,blade of grass,zeswavi,True,True,True,instances,False,True
Zekwä is finger.,zekwä,finger,finger,True,False,True,instances,False,True
Zekwä is not finger.,zekwä,finger,finger,False,True,True,instances,False,True
Venzek is finger.,venzek,finger,zekwä,False,False,True,instances,False,True
Venzek is not finger.,venzek,finger,zekwä,True,True,True,instances,False,True
Zektil is knuckle.,zektil,knuckle,knuckle,True,False,True,instances,False,True
Zektil is not knuckle.,zektil,knuckle,knuckle,False,True,True,instances,False,True
Mushious is knuckle.,mushious,knuckle,zektil,False,False,True,instances,False,True
Mushious is not knuckle.,mushious,knuckle,zektil,True,True,True,instances,False,True
Yoten is lizard-like creature.,yoten,lizard-like creature,lizard-like creature,True,False,True,instances,False,True
Yoten is not lizard-like creature.,yoten,lizard-like creature,lizard-like creature,False,True,True,instances,False,True
Redunculous is lizard-like creature.,redunculous,lizard-like creature,yoten,False,False,True,instances,False,True
Redunculous is not lizard-like creature.,redunculous,lizard-like creature,yoten,True,True,True,instances,False,True
Yo'ko is a perfectly circular ring.,yo'ko,a perfectly circular ring,a perfectly circular ring,True,False,True,instances,False,True
Yo'ko is not a perfectly circular ring.,yo'ko,a perfectly circular ring,a perfectly circular ring,False,True,True,instances,False,True
Kunsìp is a perfectly circular ring.,kunsìp,a perfectly circular ring,yo'ko,False,False,True,instances,False,True
Kunsìp is not a perfectly circular ring.,kunsìp,a perfectly circular ring,yo'ko,True,True,True,instances,False,True
Yeyfya is straight line.,yeyfya,straight line,straight line,True,False,True,instances,False,True
Yeyfya is not straight line.,yeyfya,straight line,straight line,False,True,True,instances,False,True
Fkxakewll is straight line.,fkxakewll,straight line,yeyfya,False,False,True,instances,False,True
Fkxakewll is not straight line.,fkxakewll,straight line,yeyfya,True,True,True,instances,False,True
